公告,#genre#
CCTV1,http://123.101.98.200:2000/rtp/239.16.20.1:10010$LR•IPV4『线路44』
CCTV1,http://123.101.98.200:2000/rtp/239.16.10.1:2000$LR•IPV4『线路45』
CCTV1,http://123.101.98.200:2000/rtp/239.16.10.36:2000$LR•IPV4『线路46』
CCTV1,http://223.12.113.32:8082/udp/239.1.1.7:8007$LR•IPV4『线路47』
CCTV1,http://223.12.113.32:8084/udp/239.1.1.7:8007$LR•IPV4『线路48』
CCTV1,http://223.12.113.32:8083/udp/239.1.1.7:8007$LR•IPV4『线路49』
CCTV1,http://202.103.213.10:8888/udp/239.81.0.13:4056$LR•IPV4『线路50』
CCTV1,http://202.103.213.75:8888/udp/239.81.0.13:4056$LR•IPV4『线路51』
CCTV1,http://121.21.84.3:8888/rtp/239.253.92.83:8012$LR•IPV4『线路52』
CCTV1,http://61.55.46.35:4022/rtp/239.253.92.83:8012$LR•IPV4『线路53』
CCTV1,http://60.7.56.22:4000/rtp/239.253.92.83:8012$LR•IPV4『线路54』
CCTV1,http://36.46.98.55:8020/rtp/239.112.205.59:5140$LR•IPV4『线路55』
CCTV1,http://36.46.98.55:8008/rtp/239.112.205.59:5140$LR•IPV4『线路56』
CCTV1,http://36.46.98.55:8021/rtp/239.112.205.59:5140$LR•IPV4『线路57』
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$LR•IPV4『线路58』
CCTV1,http://1.197.249.77:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路59』
CCTV1,http://123.130.84.106:8154/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路60』
CCTV1,http://36.44.157.133:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路61』
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225501/index.m3u8?fmt=ts2hls$LR•IPV4『线路62』
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225618/index.m3u8$LR•IPV4『线路63』
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225642/index.m3u8$LR•IPV4『线路64』
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226221/index.m3u8$LR•IPV4『线路65』
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226225/index.m3u8$LR•IPV4『线路66』
CCTV1,http://115.153.254.81/PLTV/88888888/224/3221225699/iptv8040.smil/index.m3u8?fmt=ts2hls$LR•IPV4『线路67』
CCTV1,http://115.153.254.81/PLTV/88888888/224/3221225517/iptv7949.smil/index.m3u8?fmt=ts2hls$LR•IPV4『线路68』
CCTV1,http://home.dzlove.top:35455/gaoma/cctv1.m3u8$LR•IPV4『线路69』
CCTV1,http://1.itv.nctv.top:35455/gaoma/cctv1.m3u8$LR•IPV4『线路70』
CCTV1,http://hangfun.top:35455/gaoma/cctv1.m3u8$LR•IPV4『线路71』
CCTV1,http://lt.hxtre.com:35455/gaoma/cctv1.m3u8$LR•IPV4『线路72』
CCTV1,http://117.144.58.42:35455/gaoma/cctv1.m3u8$LR•IPV4『线路73』
CCTV1,http://127.0.0.1:9978/proxy?do=ysptp&type=m3u8&id=cctv1$LR•IPV4『线路74』
CCTV1,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv1$LR•IPV4『线路75』
CCTV1,http://dsm.huarunguoji.top:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•IPV4『线路76』
CCTV1,p3p://173.208.176.178:31809/62c200310006b7b2a8c4dade0fd02231$LR•IPV4『线路77』
CCTV1,http://223.105.252.60/PLTV/4/224/3221228581/index.m3u8?servicetype=1$LR•IPV4『线路78』
CCTV1,http://106.53.99.30/公众号【榴芒电视】/proxy/bjyd.php?id=1$LR•IPV4『线路79』
CCTV1,http://183.255.10.72:6610/200000001898/460000089800010011/1.m3u8?IASHttpSessionId=ACE$LR•IPV4『线路80』
CCTV1,http://183.255.10.72:6610/200000001898/460000089800010144/1.m3u8?IASHttpSessionId=ACE$LR•IPV4『线路81』
CCTV1,http://tvbox6.com/tv/bfgd.php?id=488$LR•IPV4『线路82』
CCTV1,http://hegd-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-1/G_CCTV-1.m3u8$LR•IPV4『线路83』
CCTV1,http://hegd-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-1-HQ/G_CCTV-1-HQ.m3u8$LR•IPV4『线路84』
CCTV1,http://39.134.67.108/PLTV/88888888/224/3221225816/1.m3u8$LR•IPV4『线路85』
CCTV1,http://39.134.67.108/PLTV/88888888/224/3221226119/1.m3u8$LR•IPV4『线路86』
CCTV1,http://60.29.124.66:6080/hls/12/index.m3u8$LR•IPV4『线路87』
CCTV1,http://112.6.197.24:9921/hls/1/index.m3u8$LR•IPV4『线路88』
CCTV1,http://110.53.52.63:8888/newlive/live/hls/2/live.m3u8$LR•IPV4『线路89』
CCTV1,http://111.160.17.2:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路90』
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路91』
CCTV1,http://123.182.60.29:9002/hls/1/index.m3u8$LR•IPV4『线路92』
CCTV1,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路93』
CCTV1,http://183.11.239.36:808/hls/19/index.m3u8$LR•IPV4『线路94』
CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8$LR•IPV4『线路95』
CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8$LR•IPV4『线路96』
CCTV1,http://120.76.248.139/live/bfgd/4200000489.m3u8$LR•IPV4『线路97』
CCTV1,http://120.76.248.139/live/bfgd/4200000201.m3u8$LR•IPV4『线路98』
CCTV1,http://jiangling-live21.cjyun.org/10090/s10090-jltv02.m3u8?auth_key=1735660799-0-0-cca9709aa95c0c612033418412e9ee26$LR•IPV4『线路99』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1880&tk=f6cc1e0a0e1a$LR•IPV4『线路100』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8786&tk=f6cc1e0a0e1a$LR•IPV4『线路101』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1531&tk=f6cc1e0a0e1a$LR•IPV4『线路102』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4146&tk=f6cc1e0a0e1a$LR•IPV4『线路103』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8656&tk=f6cc1e0a0e1a$LR•IPV4『线路104』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3072&tk=f6cc1e0a0e1a$LR•IPV4『线路105』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3770&tk=f6cc1e0a0e1a$LR•IPV4『线路106』
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4290&tk=f6cc1e0a0e1a$LR•IPV4『线路107』
CCTV1,http://www.terrykang.xyz:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•IPV4『线路108』
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=5b04cf0d91179ab2d3d71703f0a8bc3d32dd02f7d8fb55ee70e05c216b8a9d1a73d911fbde798459fb66d94934157c996f8306c0dd37917775f2ed73dcc22cf84b25ca500bff5c636ff48d6344$LR•IPV4『线路109』
CCTV1,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p26.php?id=201$LR•IPV4『线路110』
CCTV1,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p26.php?id=484$LR•IPV4『线路111』
CCTV1,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p26.php?id=488$LR•IPV4『线路112』
CCTV1,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p26.php?id=489$LR•IPV4『线路113』
CCTV1,http://qjrhc.jydjd.top:2911/udp/224.1.100.90:11111$LR•IPV4『线路114』
CCTV1,http://qjrhc.jydjd.top:2911/udp/224.1.100.89:11111$LR•IPV4『线路115』
CCTV1,http://livetv.wqwqwq.sbs/itv/6000000001000029752.m3u8?cdn=wasusyt$LR•IPV4『线路116』
CCTV1,http://livetv.wqwqwq.sbs/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•IPV4『线路117』
CCTV1,http://115.120.210.199/proxy/jsyd.php?p=gitv&id=G_CCTV-1-AVS-4K264.m3u8$LR•IPV4『线路118』
CCTV1,http://211.101.234.24:68/公众号猫月牙/mg.php?id=CCTV1$LR•IPV4『线路119』
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=184a95f0cdaaf7c1f3c7b4cd06d432af7234562e68074726eac10898c158cf1eea49819ced71b5e3d2f3ea0023ff71f8062e39a0a92ffd236a2c1ef4a30ca7f3cb03548908d23e6c6d685437e2$LR•IPV4『线路120』
CCTV1,http://39.134.65.175/PLTV/88888888/224/3221225816/1.m3u8$LR•IPV4『线路121』
CCTV1,http://1.itv.nctv.top:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•IPV4『线路122』
CCTV1,http://219.135.180.210:18888/hls/1/index.m3u8$LR•IPV4『线路123』
CCTV1,http://118.113.157.64:4022/udp/239.93.0.184:5140$LR•IPV4『线路124』
CCTV1,http://113.206.155.235:8003/udp/225.0.4.74:7980$LR•IPV4『线路125』
CCTV1,http://112.46.85.60:8009/hls/501/index.m3u8$LR•IPV4『线路126』
CCTV1,https://api.olelive.com/dis/live/CCTV1HD/hls.m3u8$LR•IPV4『线路127』
CCTV1,http://112.123.206.32:808/hls/1/index.m3u8$LR•IPV4『线路128』
CCTV1,http://qqkkk.fun:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•IPV4『线路129』
CCTV1,http://111.170.172.113:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•IPV4『线路130』
CCTV1,http://itv.nctv.top:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•IPV4『线路131』
CCTV1,http://bg5aqv.top:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•IPV4『线路132』
CCTV1,http://lt.hxtre.com:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•IPV4『线路133』
CCTV1,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv1$LR•IPV4『线路134』
CCTV1,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv16$LR•IPV4『线路135』
CCTV1,http://58.32.43.246:4022/udp/239.45.3.145:5140$LR•IPV4『线路136』
CCTV1,http://rihou.cc:567/dd.php?id=cctv1$LR•IPV4『线路137』
CCTV1,http://bjlive.outside.live.pthv.gitv.tv/live/CCTV1hd-8M/live.m3u8$LR•IPV4『线路138』
CCTV1,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265001$LR•IPV4『线路139』
CCTV1,http://720520.xyz:13579/rtp/225.1.4.73:1102?Cf=cfss.cc$LR•IPV4『线路140』
CCTV1,http://8.138.7.223/tv/mgitv.php?id=1$LR•IPV4『线路141』
CCTV1,http://8.138.7.223/tv/mgitv.php?id=2$LR•IPV4『线路142』
CCTV1,http://8.138.7.223/tv/mgitv.php?id=3$LR•IPV4『线路143』
CCTV1,http://8.138.7.223/tv/mgitv.php?id=4$LR•IPV4『线路144』
CCTV1,http://8.138.7.223/tv/mgitv.php?id=5$LR•IPV4『线路145』
CCTV1,http://8.138.7.223/tv/mgitv.php?id=6$LR•IPV4『线路146』
CCTV1,http://8.138.7.223/tv/mgitv.php?id=7$LR•IPV4『线路147』
CCTV1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv1$LR•IPV4『线路148』
CCTV1,http://1b6467f415.iok.la:9931/tsfile/live/1020_1.m3u8$LR•IPV4『线路149』
CCTV1,http://221.221.153.193:8888/rtp/239.3.1.129:8008$LR•IPV4『线路150』
CCTV1,http://115.171.216.56:4000/udp/225.1.8.1:8008$LR•IPV4『线路151』
CCTV1,http://115.171.216.56:4000/udp/225.1.8.101:8080$LR•IPV4『线路152』
CCTV1,http://58.57.21.166:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路153』
CCTV1,http://111.167.49.238:5002/udp/225.1.1.120:5002$LR•IPV4『线路154』
CCTV1,http://123.144.180.82:55555/udp/225.0.4.74:7980$LR•IPV4『线路155』
CCTV1,http://iptvcyp.top:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路156』
CCTV1,http://222.70.243.41:23456/udp/239.45.3.145:5140$LR•IPV4『线路157』
CCTV1,http://36.35.16.98:9901/tsfile/live/0001_18.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路158』
CCTV1,http://1.82.144.44:4022/rtp/239.112.205.59:5140$LR•IPV4『线路159』
CCTV1,http://60.189.43.82:9999/rtp/233.50.201.118:5140$LR•IPV4『线路160』
CCTV1,http://58.57.21.166:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路161』
CCTV1,http://e1.woc.iiiya.cn:8888/rtp/239.61.3.61:9884$LR•IPV4『线路162』
CCTV1,http://e1.woc.iiiya.cn:8888/rtp/239.61.3.60:9878$LR•IPV4『线路163』
CCTV1,http://14.29.76.30:9901/tsfile/live/1000_1.m3u8$LR•IPV4『线路164』
CCTV1,http://202.103.213.43:8888/udp/239.81.0.102:4056$LR•IPV4『线路165』
CCTV1,http://202.103.213.43:8888/udp/239.81.0.13:4056$LR•IPV4『线路166』
CCTV1,http://223.10.21.36:8083/udp/239.1.1.7:8007$LR•IPV4『线路167』
CCTV1,http://121.24.98.127:8090/hls/9/index.m3u8$LR•IPV4『线路168』
CCTV1,http://wouu.net:9977/udp/239.93.0.184:5140$LR•IPV4『线路169』
CCTV1,http://14.117.233.162:9000/udp/239.77.1.17:5146$LR•IPV4『线路170』
CCTV1,http://116.117.107.53:8096/tsfile/live/0001_1.m3u8$LR•IPV4『线路171』
CCTV1,http://58.19.43.46:9901/tsfile/live/1020_1.m3u8$LR•IPV4『线路172』
CCTV1,http://113.57.111.4:1111/tsfile/live/1000_1.m3u8$LR•IPV4『线路173』
CCTV1,http://58.221.214.82:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路174』
CCTV1,http://58.220.219.14:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路175』
CCTV1,http://111.8.242.126:9999/tsfile/live/1063_1.m3u8$LR•IPV4『线路176』
CCTV1,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路177』
CCTV1,http://223.241.247.214:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路178』
CCTV1,http://219.145.93.74:9999/tsfile/live/0001_1.m3u8$LR•IPV4『线路179』
CCTV1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路180』
CCTV1,http://220.170.241.204:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路181』
CCTV1,http://111.9.163.109:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路182』
CCTV1,http://118.122.189.74:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路183』
CCTV1,http://116.128.242.83:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路184』
CCTV1,http://218.3.138.25:1111/tsfile/live/1000_1.m3u8$LR•IPV4『线路185』
CCTV1,http://202.100.46.58:9901/tsfile/live/1000_1.m3u8$LR•IPV4『线路186』
CCTV1,http://117.27.190.42:9998/tsfile/live/23232_1.m3u8$LR•IPV4『线路187』
CCTV1,http://110.7.130.51:8096/tsfile/live/0001_1.m3u8$LR•IPV4『线路188』
CCTV1,http://110.7.130.91:8096/tsfile/live/0001_1.m3u8$LR•IPV4『线路189』
CCTV1,http://218.89.240.144:59901/tsfile/live/0001_1.m3u8$LR•IPV4『线路190』
CCTV1,http://202.168.187.208:9089/tsfile/live/1003_1.m3u8$LR•IPV4『线路191』
CCTV1,http://219.128.121.202:59901/tsfile/live/0001_1.m3u8$LR•IPV4『线路192』
CCTV1,http://110.7.130.44:8096/tsfile/live/0001_1.m3u8$LR•IPV4『线路193』
CCTV1,http://111.160.17.2:59901/tsfile/live/0001_1.m3u8$LR•IPV4『线路194』
CCTV1,http://123.130.84.106:8154/tsfile/live/0001_1.m3u8$LR•IPV4『线路195』
CCTV1,http://123.7.110.43:9901/tsfile/live/0002_1.m3u8$LR•IPV4『线路196』
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路197』
CCTV1,http://183.94.1.118:8801/tsfile/live/0001_1.m3u8$LR•IPV4『线路198』
CCTV1,http://58.19.38.162:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路199』
CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路200』
CCTV1,http://61.138.128.226:19901/tsfile/live/0001_1.m3u8$LR•IPV4『线路201』
CCTV1,http://61.156.228.12:8154/tsfile/live/0001_1.m3u8$LR•IPV4『线路202』
CCTV1,http://183.191.144.167:9003/hls/1/index.m3u8$LR•IPV4『线路203』
CCTV1,http://175.6.162.5:35455/gaoma/cctv1.m3u8$LR•IPV4『线路204』
CCTV1,http://175.6.162.5:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•IPV4『线路205』
CCTV1,http://home.dzlove.top:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•IPV4『线路206』
CCTV1,http://119.32.12.32:2901/udp/224.1.100.90:11111$LR•IPV4『线路207』
CCTV1,p3p://108.181.32.169:57987/64260c74000c73e9edfa2a0e354364a8$LR•IPV4『线路208』
CCTV1,http://14.112.86.85:4022/udp/239.77.1.17:5146$LR•IPV4『线路209』
CCTV1,http://125.89.163.44:8888/udp/239.77.1.17:5146$LR•IPV4『线路210』
CCTV1,http://114.246.181.146:4022/rtp/239.3.1.129:8008$LR•IPV4『线路211』
CCTV1,http://123.129.70.178:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路212』
CCTV1,http://117.11.84.129:8888/udp/225.1.1.120:5002$LR•IPV4『线路213』
CCTV1,http://27.10.130.5:8002/udp/225.0.4.74:7980$LR•IPV4『线路214』
CCTV1,http://116.226.8.90:4022/udp/239.45.3.145:5140$LR•IPV4『线路215』
CCTV1,http://220.173.254.6:6666/udp/239.81.0.102:4056$LR•IPV4『线路216』
CCTV1,http://220.173.254.6:6666/udp/239.81.0.13:4056$LR•IPV4『线路217』
CCTV1,http://171.213.193.65:8818/udp/239.93.0.184:5140$LR•IPV4『线路218』
CCTV1,http://183.255.10.72:6610/200000001898/460000089800010144/1.m3u8?IASHttpSessionId=OTT$LR•IPV4『线路219』
CCTV1,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?Contentid=reallive-hdcctv1&channel-id=ystenlive&livemode=1&stbId=3$LR•IPV4『线路220』
CCTV1,https://stream1.freetv.fun/e1a23cb0951bffbff16c3cd70e1bebe8218e86ab2d7025bfb46a91f01b72f118.m3u8$LR•IPV4『线路221』
CCTV1,https://stream1.freetv.fun/3cd84be1fb3623f1c3ba7d3d26e3d607331255d6559bd3e6ded774a1ff7c2b89.m3u8$LR•IPV4『线路222』
CCTV1,https://stream1.freetv.fun/1a65936fac47823ed4a1a52eaed07ea6f759f23700ec9e324fc041b547cf5b35.m3u8$LR•IPV4『线路223』
CCTV1,rtp://239.3.1.129:8008$LR•IPV4『线路224』
CCTV1,http://219.145.93.74:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路225』
CCTV1,http://124.116.183.146:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路226』
CCTV1,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-1-HD-265-8M$LR•IPV4『线路227』
CCTV1,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-1-AVS-4K264$LR•IPV4『线路228』
CCTV1,http://zmjwy168.duckdns.org:35455/itv/5000000004000002226.m3u8?cdn=bestzb$LR•IPV4『线路229』
CCTV1,http://zmjwy168.duckdns.org:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$LR•IPV4『线路230』
CCTV1,http://zmjwy168.duckdns.org:35455/ysptp/CCTV1.m3u8$LR•IPV4『线路231』
CCTV1,http://zmjwy168.duckdns.org:35455/itv/6000000001000029752.m3u8?cdn=wasusyt$LR•IPV4『线路232』
CCTV1,http://61.173.144.157:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路233』
CCTV1,http://121.33.239.242:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路234』
CCTV1,http://113.65.162.226:9999/tsfile/live/0001_1.m3u8$LR•IPV4『线路235』
CCTV1,http://113.220.235.79:9999/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路236』
CCTV1,http://120.197.43.179:9901/tsfile/live/0001_1.m3u8$LR•IPV4『线路237』
CCTV1,http://220.249.114.102:9901/tsfile/live/1000_1.m3u8$LR•IPV4『线路238』
